gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_charges_per_month,num_services,is_new_customer,tenure_bin,TotalServices,IsFiber,ContractRisk,SpendRatio,LongTenure,NeedsSupportNo,AutoPayment
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,89.24513889,8,0,49-72,7,0,0,0.013700762,1,0,1
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,70.45625,5,0,07-Dec,4,0,2,0.126007261,0,0,0
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,97.88934426,5,0,49-72,4,1,0,0.016919921,1,1,1
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,82.64140625,4,0,49-72,3,1,1,0.015935577,1,1,1
Male,1,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.95,1756.2,24.73521127,2,0,49-72,1,0,0,0.013629638,1,0,1
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,98.71846154,6,0,49-72,5,1,0,0.015433878,1,0,1
Male,0,No,No,3,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.6,61.35,20.45,1,1,0-3,0,0,1,0.314354451,0,0,0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,45.65,1,1,0-3,0,0,2,0.978563773,0,1,0
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,64.33166667,4,0,25-48,3,0,1,0.033403247,1,1,1
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,71.42666667,5,0,13-24,4,0,2,0.064807907,1,0,0
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,70.54375,4,0,07-Dec,3,0,2,0.121252322,0,0,0
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95,655.5,93.64285714,4,0,07-Dec,3,1,2,0.144706778,0,1,0
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,113.2935714,7,0,49-72,6,1,1,0.013635418,1,1,1
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,84.11693548,7,0,49-72,6,0,0,0.016506111,1,0,0
Female,0,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,113.5,18.91666667,1,0,04-Jun,0,0,2,0.172052402,0,0,0
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,82.34285714,2,0,13-24,1,1,2,0.070116138,1,1,1
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,82.81590909,3,0,13-24,2,1,2,0.046161442,1,1,1
Male,0,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,419.9,19.08636364,1,0,13-24,0,0,1,0.047873604,1,0,0
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024,64,4,0,13-24,3,0,0,0.062682927,1,1,0
Male,0,No,No,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.7,251.6,25.16,2,0,07-Dec,1,0,0,0.101741884,0,0,1
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56,764.55,58.81153846,3,0,13-24,2,0,2,0.073150023,1,1,0
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,79.6175,3,0,13-24,2,1,2,0.05171494,1,1,0
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,67.6,1,1,0-3,0,1,2,0.51174743,0,1,0
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,74.68396226,6,0,49-72,5,0,0,0.018665151,1,0,1
Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.6,233.9,21.26363636,1,0,07-Dec,0,0,1,0.087696892,0,0,0
Male,0,Yes,No,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.9,1363.45,19.76014493,1,0,49-72,0,0,0,0.014584631,1,0,0
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273,68.25,1,1,04-Jun,0,1,2,0.258759124,0,1,1
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,86.86736111,8,0,49-72,7,0,0,0.014235587,1,0,1
Male,1,Yes,No,58,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,45.71034483,3,0,49-72,3,0,2,0.01708016,1,1,0
Female,0,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.4,321.4,20.0875,1,0,13-24,0,0,2,0.063275434,1,0,0
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,82.30813953,4,0,25-48,3,1,1,0.023797754,1,0,1
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,121.4,6,1,0-3,5,1,2,0.428219852,0,0,0
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,84.41071429,6,0,13-24,5,0,0,0.069287677,1,0,0
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,94.34339623,4,0,49-72,3,1,1,0.018965448,1,1,1
Female,0,No,No,32,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.55,654.55,20.4546875,1,0,25-48,0,0,1,0.031347723,1,0,1
Female,0,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.7,780.2,22.94705882,2,0,25-48,1,0,2,0.031618024,1,0,0
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,76.38,2,0,13-24,1,1,2,0.064925438,1,1,0
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,71.94285714,2,0,07-Dec,1,1,2,0.151506143,0,1,1
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,103.95,6,0,13-24,5,1,2,0.067521231,1,1,1
Male,0,Yes,No,61,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.55,1252,20.52459016,1,0,49-72,0,0,1,0.016400638,1,0,1
Female,0,No,No,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,29.95,1,1,0-3,1,0,2,0.967689822,0,1,1
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,45.3,1,1,0-3,0,0,2,0.978401728,0,1,0
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,82.83125,3,0,07-Dec,2,1,2,0.127326151,0,1,1
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,74.34242424,5,0,25-48,4,0,1,0.030456749,1,1,1
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,85.51153846,3,0,13-24,2,1,2,0.071226352,1,1,0
Female,0,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,24.8,0,1,0-3,0,0,2,0.96124031,0,1,0
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,51.1925,2,0,13-24,1,0,2,0.050543982,1,1,0
Male,0,No,No,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,27.38333333,1,1,0-3,1,0,2,0.36560433,0,0,0
Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.65,244.8,18.83076923,1,0,13-24,0,0,1,0.079943043,1,0,0
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,59.4775,3,0,25-48,2,0,2,0.023780513,1,1,1
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,73.79883721,5,0,25-48,4,0,1,0.022650306,1,0,1
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91,531,88.5,4,0,04-Jun,3,1,2,0.171052632,0,1,0
Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1375.4,19.93333333,1,0,49-72,0,0,0,0.014349026,1,0,1
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,112.9069444,7,0,49-72,6,1,0,0.013492737,1,1,1
Male,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3,1192.7,20.21525424,1,0,49-72,0,0,0,0.016168216,1,0,1
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,95.0825,5,0,13-24,4,1,2,0.050745014,1,0,0
Male,0,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,24.475,2,0,13-24,1,0,0,0.040958532,1,0,1
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,110.5042373,7,0,49-72,6,1,2,0.017076257,1,0,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,111.6895833,7,0,49-72,6,1,0,0.013956843,1,0,1
Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,20.75,20.75,1,1,0-3,0,0,2,0.954022989,0,0,0
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,99.30185185,5,0,25-48,4,1,1,0.037991909,1,0,1
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,79.45,3,0,13-24,2,1,2,0.07190335,1,0,1
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,104.3028169,6,0,49-72,5,1,0,0.014250996,1,1,0
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,79.53461538,2,0,13-24,1,1,2,0.075655829,1,1,1
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,67.24886364,1,0,25-48,0,1,2,0.023260528,1,1,1
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,81.35909091,3,0,25-48,2,1,1,0.029767113,1,0,1
Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,58.04444444,5,0,49-72,5,0,0,0.013264916,1,0,1
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,79.9,2,1,0-3,1,1,2,0.987639061,0,1,0
Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,101.8131579,6,0,13-24,5,1,2,0.055077631,1,0,0
Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,103.9703125,6,0,49-72,5,1,1,0.015394209,1,0,1
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46,84.5,42.25,1,1,0-3,0,0,2,0.538011696,0,1,1
Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,25.25,0,1,0-3,0,0,2,0.961904762,0,1,0
Male,0,No,Yes,61,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,1124.2,18.4295082,1,0,49-72,0,0,0,0.017552435,1,0,0
Female,0,Yes,Yes,29,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20,540.05,18.62241379,1,0,25-48,0,0,1,0.03696516,1,0,0
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,85.90652174,3,0,13-24,2,1,2,0.043908238,1,1,0
Female,0,Yes,No,57,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,60.30614035,5,0,49-72,5,0,2,0.017086187,1,1,1
Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,43.60833333,4,0,49-72,4,0,0,0.014407157,1,0,1
Male,0,Yes,No,66,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,57.41212121,5,0,49-72,5,0,0,0.014933249,1,0,1
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,81.91538462,7,0,49-72,6,0,0,0.015810722,1,0,1
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80,624.6,78.075,2,0,07-Dec,1,1,2,0.127877238,0,1,1
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,67.0875,1,1,04-Jun,0,1,2,0.260441804,0,1,0
Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.75,1836.9,25.87183099,2,0,49-72,1,0,0,0.013466456,1,0,1
Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.2,20.2,20.2,1,1,0-3,0,0,1,0.952830189,0,0,0
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,44.8375,2,1,04-Jun,1,0,2,0.277515941,0,0,0
Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.35,219.35,18.27916667,1,0,07-Dec,0,0,1,0.08781484,0,0,1
Male,0,No,No,24,No,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,53.69791667,3,0,13-24,3,0,1,0.039232409,1,1,0
Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,82.12096774,6,0,25-48,5,0,1,0.031864141,1,0,0
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,55.2,2,1,0-3,1,0,2,0.982206406,0,1,0
Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,90.77166667,4,0,25-48,3,1,2,0.03300112,1,0,1
Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,87.38829787,7,0,25-48,6,0,0,0.020763099,1,0,1
Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108,5760.65,106.6787037,7,0,49-72,6,1,0,0.01874463,1,0,1
Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,94.95,5,0,49-72,4,1,2,0.019690429,1,0,1
Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,84.6,3,1,0-3,2,1,2,0.988317757,0,1,0
Female,0,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,1566.9,21.7625,1,0,49-72,0,0,0,0.012915365,1,0,1
Female,0,No,No,29,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.15,702,24.20689655,2,0,25-48,1,0,2,0.035775249,1,0,0
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,57.05,3,1,0-3,2,0,2,0.472632493,0,1,0
Female,0,No,No,10,No,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,29.905,1,0,07-Dec,1,0,0,0.098650225,0,0,0
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,72.55277778,2,0,13-24,1,1,2,0.055970007,1,1,0
Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95,1120.3,101.8454545,4,0,07-Dec,3,1,2,0.084723089,0,1,0
Male,0,No,No,16,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,284.35,17.771875,1,0,13-24,0,0,0,0.069213247,1,0,0
Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,88.20138889,7,0,49-72,6,0,0,0.013634575,1,0,1
Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,109.4208333,7,0,49-72,6,1,0,0.013859099,1,0,1
Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,77.74756098,5,0,25-48,4,0,1,0.023426842,1,0,1
Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,94.24846154,5,0,49-72,4,1,2,0.015406837,1,1,0
Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,56.25384615,3,0,13-24,2,0,2,0.074832719,1,1,0
Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,68.35,2,1,04-Jun,1,1,2,0.274599125,0,1,0
Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65,2531.8,61.75121951,4,0,25-48,3,0,1,0.025663298,1,1,0
Male,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,71.62,2,0,13-24,1,1,2,0.069189993,1,1,0
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,48.55,2,1,0-3,1,0,2,0.979818365,0,1,0
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99,4298.45,102.3440476,6,0,25-48,5,1,1,0.023026201,1,1,0
Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,90.57941176,5,0,49-72,4,1,1,0.020235686,1,1,0
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,73.575,1,1,0-3,0,1,2,0.47519406,0,1,0
Male,1,Yes,No,1,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,40.2,2,1,0-3,2,0,2,0.975728155,0,1,0
Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,82.290625,7,0,25-48,6,0,1,0.031773147,1,0,1
Male,0,No,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.85,193.05,19.305,1,0,07-Dec,0,0,2,0.102293223,0,0,0
Female,0,Yes,Yes,67,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,61.25223881,5,0,49-72,5,0,0,0.014507053,1,0,0
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,114.8877049,8,0,49-72,7,1,0,0.016421392,1,0,1
Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,115.822,8,0,49-72,7,1,1,0.019742408,1,0,1
Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,40.275,1,1,0-3,0,0,2,0.54690374,0,1,1
Female,1,Yes,No,29,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45,1228.65,42.36724138,3,0,25-48,3,0,2,0.036595779,1,1,0
Male,1,No,No,3,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,44.06666667,2,1,0-3,2,0,2,0.308933934,0,1,0
Male,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,104.9461538,6,0,13-24,5,1,2,0.07829781,1,1,0
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,86.40964912,4,0,49-72,3,1,2,0.018238655,1,1,0
Female,0,No,No,31,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,49.03548387,4,0,25-48,4,0,0,0.032772336,1,0,1
Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,111.8277778,8,0,25-48,7,1,1,0.022510306,1,0,0
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,90.60245902,8,0,49-72,7,0,0,0.015937769,1,0,0
Male,0,No,No,50,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.9,1195.25,23.905,2,0,49-72,1,0,0,0.020815047,1,0,1
Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105,2007.25,105.6447368,6,0,13-24,5,1,2,0.052284327,1,0,0
Male,0,No,No,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.35,1099.6,18.63728814,1,0,49-72,0,0,0,0.017581319,1,0,0
Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.25,1732.95,24.40774648,2,0,49-72,1,0,0,0.013985409,1,0,1
Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,94.45,4,0,13-24,3,1,2,0.062458669,1,0,0
Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,3450.15,60.52894737,4,0,49-72,3,0,0,0.01731307,1,0,0
Male,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,24.8,0,1,0-3,0,0,2,0.96124031,0,1,1
Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,108.6025,6,0,13-24,5,1,2,0.049262557,1,0,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,70.6,1,1,0-3,0,1,2,0.98603352,0,1,0
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,401.1,80.22,4,1,04-Jun,3,1,2,0.212384979,0,0,0
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,5624.85,108.1701923,6,0,49-72,5,1,2,0.018672734,1,1,0
Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,63.8,4,0,13-24,3,0,2,0.048441229,1,1,1
Male,0,No,No,14,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55,771.95,55.13928571,4,0,13-24,4,0,2,0.071155961,1,0,0
Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,48.95,2,1,04-Jun,1,0,2,0.205696846,0,1,1
Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,53.81666667,3,0,04-Jun,2,0,2,0.170268601,0,1,0
Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,49.825,2,0,07-Dec,1,0,2,0.102553831,0,1,0
